DATE,TMAX,TMIN,PRCP
2022-10-22,70.46811829381586,54.791257358715406,0.2529237447575432
2022-10-23,59.412838107083125,29.632634736466592,0.30016847835115995
2022-10-24,73.09665492712999,70.7005866241862,0.26507741288218134
2022-10-25,88.3367681454149,45.91661983584996,-0.15540052885113276
2022-10-26,57.7433632328054,47.84476417181519,0.16730439822831444
2022-10-27,57.74364907414716,59.16305642409556,0.2383898503753428
2022-10-28,89.31494047625874,51.36432709286125,0.12024491388463547
2022-10-29,75.18149368765268,63.184296206041935,-0.5726999607697425
2022-10-30,53.64631128461076,52.24941272906417,0.1709868572406575
2022-10-31,71.26631729155437,37.480018640125614,0.8501583621633698
2022-11-01,53.75176122394831,53.47060553392645,-0.0012944567592819978
2022-11-02,53.711507134509816,28.75708663673839,-0.12310525666732758
2022-11-03,66.0327655524378,49.31766347709748,0.24143754241433585
2022-11-04,28.508957098350713,46.989698339148525,0.22125796731364483
2022-11-05,31.788437258965697,44.11832941127878,0.5126328652413201
2022-11-06,52.03038983483404,45.42489785368083,-0.29845210273404377
2022-11-07,44.18620929127825,16.63826363215196,0.35993657553544767
2022-11-08,67.29128321981639,38.52607773707392,0.31328313754301085
2022-11-09,46.010950332996586,49.05965095387231,0.07082228195133991
2022-11-10,37.23119958851885,50.15987486642123,0.22996558694020877
2022-11-11,87.33773582328806,30.662463710024007,0.4585922647907175
2022-11-12,57.889212122988816,68.3162267431464,0.40658237999611085
2022-11-13,62.99578457970264,33.31404602306142,-0.2604401690957305
2022-11-14,37.01453512344685,63.452254393884985,0.3893197267272782
2022-11-15,52.34212109361613,54.54914636940528,0.09645881140282386
2022-11-16,63.75130168707635,36.92524073205086,0.14198843246608864
2022-11-17,41.780734484482466,76.68311212762453,0.14209530151546743
2022-11-18,68.36116920439241,27.937632214924328,0.06814257024990612
2022-11-19,51.36267768808765,62.62635733682536,0.5122927341762373
2022-11-20,56.74155763726445,63.963280161774634,0.0901605976087845
2022-11-21,51.34408464720021,36.52474746306919,-0.25267116532581746
2022-11-22,94.06913984116886,70.39738604766728,-0.012378956490652654
2022-11-23,61.585092896145355,43.42990999177299,0.17701226209185864
2022-11-24,43.404830244840824,52.275180875489106,0.5247066555010806
2022-11-25,76.14098846994716,51.80936043244934,0.3174774412462257
2022-11-26,40.564611137298996,45.3301432794359,-0.16363567987477234
2022-11-27,65.45650167956967,60.847487041913915,0.9404012484043736
2022-11-28,27.701286996712398,60.56312706588588,0.20550266498819192
2022-11-29,38.69572836144717,18.82712152766482,0.5399896764631738
2022-11-30,65.24753483625047,68.95051038541841,0.06765556089549854
2022-12-01,74.67714428285349,20.239763567791485,0.29439685255022885
2022-12-02,64.8036902382025,64.48807720172145,0.3957109318350318
2022-12-03,59.80659386793927,66.03401966289232,0.5210593025787706
2022-12-04,56.577725956627624,29.623319690956986,0.4678300102122887
2022-12-05,36.07830733853078,40.79035450132056,0.40654319935779304
2022-12-06,49.28725229707546,29.381340860653317,0.013583645776658868
2022-12-07,53.80014358951677,44.006615528153965,-0.07136380656636512
2022-12-08,80.22509229413072,42.47784147457513,0.22795333122032274
2022-12-09,67.80264570235785,60.33608983358979,0.4267097748166652
2022-12-10,31.124709288832943,69.04850387734741,0.04415436204528586
